"Respond","Call Final Disposition","Neighborhooods - Analysis Boundaries"
"5.066666666666666","Code 2 Transport","Nob Hill"
"6","Code 2 Transport","Nob Hill"
"3.8666666666666667","Code 2 Transport","Nob Hill"
"2.1333333333333333","Code 2 Transport","Nob Hill"
"","No Merit","North Beach"
"1.75","No Merit","North Beach"
"1.6","No Merit","North Beach"
"1.0166666666666666","No Merit","North Beach"
"3.7333333333333334","Fire","North Beach"
"2.783333333333333","Fire","North Beach"
"2.3","Fire","North Beach"
"2.9166666666666665","Code 3 Transport","Chinatown"
"2.316666666666667","Code 3 Transport","Chinatown"
"2.7","Against Medical Advice","Chinatown"
"8.3","Code 2 Transport","Tenderloin"
"3.2666666666666666","Against Medical Advice","Tenderloin"
"2.0833333333333335","Against Medical Advice","Tenderloin"
"10.6","Against Medical Advice","Tenderloin"
"15.516666666666667","Against Medical Advice","Tenderloin"
"3.6166666666666667","Code 2 Transport","Tenderloin"
"0.9833333333333333","Code 2 Transport","Tenderloin"
"4.533333333333333","Code 2 Transport","Chinatown"
"3.5","Code 2 Transport","Chinatown"
"2.3833333333333333","Code 2 Transport","Tenderloin"
"1.4","Code 2 Transport","Tenderloin"
"4.716666666666667","Code 2 Transport","Nob Hill"
"5.666666666666667","Code 2 Transport","Nob Hill"
"2.3666666666666667","Against Medical Advice","Tenderloin"
"","Against Medical Advice","Tenderloin"
"1.8666666666666667","Against Medical Advice","Tenderloin"
"4.333333333333333","Code 2 Transport","Nob Hill"
"1.85","Code 3 Transport","Tenderloin"
"4.25","Code 3 Transport","Tenderloin"
"4.95","Cancelled","Chinatown"
"1.6","Against Medical Advice","Tenderloin"
"0.4833333333333333","Against Medical Advice","Tenderloin"
"0.45","Code 2 Transport","Tenderloin"
"0.4666666666666667","Code 2 Transport","Tenderloin"
"1.2833333333333334","No Merit","Chinatown"
"4.266666666666667","Code 2 Transport","Chinatown"
"1.6333333333333333","Code 2 Transport","Tenderloin"
"1.55","Code 2 Transport","Tenderloin"
"3.716666666666667","Cancelled","Tenderloin"
"4.383333333333334","Code 2 Transport","Chinatown"
"3.3333333333333335","Code 2 Transport","Tenderloin"
"3.75","Code 3 Transport","Tenderloin"
"","Code 3 Transport","Tenderloin"
"6.283333333333333","Code 3 Transport","Tenderloin"
"1.7333333333333334","Code 2 Transport","Tenderloin"
"2.3666666666666667","Code 2 Transport","Tenderloin"
"1.3","Code 2 Transport","Tenderloin"
"3.4166666666666665","Code 2 Transport","North Beach"
"2.4","Code 2 Transport","North Beach"
"0","Patient Declined Transport","North Beach"
"0.6166666666666667","Patient Declined Transport","North Beach"
"2.433333333333333","Code 2 Transport","North Beach"
"2.4166666666666665","Code 2 Transport","North Beach"
"2.45","Code 2 Transport","Russian Hill"
"2.033333333333333","Code 2 Transport","Russian Hill"
"2.3333333333333335","Code 2 Transport","Tenderloin"
"3.716666666666667","Fire","Tenderloin"
"3.0833333333333335","Fire","Tenderloin"
"2.8","Fire","Tenderloin"
"8.55","Code 2 Transport","Chinatown"
"3.6","Code 2 Transport","Chinatown"
"1.8833333333333333","Medical Examiner","Russian Hill"
"2.1333333333333333","No Merit","Tenderloin"
"4.866666666666666","No Merit","Tenderloin"
"9.833333333333334","Unable to Locate","Tenderloin"
"4.266666666666667","Unable to Locate","Tenderloin"
"6.55","No Merit","Russian Hill"
"7.4","No Merit","Russian Hill"
"7.5","No Merit","Russian Hill"
"1.1","Patient Declined Transport","Tenderloin"
"6.283333333333333","Code 2 Transport","Chinatown"
"4.183333333333334","Code 2 Transport","Chinatown"
"4.083333333333333","Fire","Tenderloin"
"4.066666666666666","Fire","Tenderloin"
"3.9833333333333334","Fire","Tenderloin"
"1.65","Code 3 Transport","Tenderloin"
"1.6666666666666667","Code 3 Transport","Tenderloin"
"3.8333333333333335","Code 2 Transport","Tenderloin"
"2.783333333333333","Fire","Tenderloin"
"2.05","Fire","Tenderloin"
"4.15","Code 2 Transport","Tenderloin"
"5.166666666666667","Code 2 Transport","Tenderloin"
"4.1","Fire","Nob Hill"
"2.8","Fire","Nob Hill"
"3.066666666666667","Fire","Nob Hill"
"3.683333333333333","Cancelled","North Beach"
"1.4666666666666666","Code 2 Transport","Tenderloin"
"1.85","Code 2 Transport","Nob Hill"
"","Code 2 Transport","Nob Hill"
"0.4833333333333333","Code 2 Transport","Nob Hill"
"2.0833333333333335","Fire","Tenderloin"
"1.55","Fire","Tenderloin"
"0.9333333333333333","Code 2 Transport","Nob Hill"
"4.083333333333333","Code 2 Transport","Tenderloin"
"","Code 2 Transport","Tenderloin"
"1.2166666666666666","Code 2 Transport","Tenderloin"
"0.8166666666666667","Code 2 Transport","Tenderloin"
"3.8833333333333333","Code 2 Transport","Tenderloin"
"0.6166666666666667","Code 3 Transport","Nob Hill"
"0.6166666666666667","Code 2 Transport","Tenderloin"
"4.233333333333333","Fire","Tenderloin"
"2.3666666666666667","Fire","Tenderloin"
"6.5","Fire","Tenderloin"
"2.8333333333333335","Fire","Tenderloin"
"3.1166666666666667","Patient Declined Transport","Nob Hill"
"3.066666666666667","Patient Declined Transport","Nob Hill"
"2.05","Patient Declined Transport","Nob Hill"
"3.933333333333333","Fire","Tenderloin"
"3.1666666666666665","Fire","Tenderloin"
"3.8","Fire","Tenderloin"
"3.533333333333333","Code 2 Transport","Tenderloin"
"3.283333333333333","Code 2 Transport","Tenderloin"
"2.3","Code 2 Transport","Tenderloin"
"3.6333333333333333","Code 2 Transport","Tenderloin"
"2.2666666666666666","Against Medical Advice","North Beach"
"2.3333333333333335","Against Medical Advice","North Beach"
"3.6166666666666667","Against Medical Advice","North Beach"
"4.75","Fire","Tenderloin"
"1","No Merit","Nob Hill"
"1.6833333333333333","No Merit","Nob Hill"
"4.316666666666666","Fire","Nob Hill"
"4.333333333333333","Patient Declined Transport","Tenderloin"
"3","Patient Declined Transport","Tenderloin"
"7.55","Code 3 Transport","Chinatown"
"7.833333333333333","Code 3 Transport","Chinatown"
"1.9333333333333333","Code 3 Transport","Chinatown"
"21.116666666666667","Code 3 Transport","Chinatown"
"1.7166666666666666","Code 3 Transport","Chinatown"
"0.9833333333333333","Cancelled","Tenderloin"
"0","Fire","Tenderloin"
"6.633333333333334","Code 2 Transport","Tenderloin"
"0.9166666666666666","Code 2 Transport","Tenderloin"
"2.466666666666667","Code 2 Transport","Tenderloin"
"2.6","Code 2 Transport","Tenderloin"
"2.466666666666667","Code 2 Transport","Tenderloin"
"0.9333333333333333","Code 2 Transport","Nob Hill"
"4.016666666666667","Code 2 Transport","Tenderloin"
"6.35","Fire","Tenderloin"
"5.583333333333333","Fire","Tenderloin"
"9.033333333333333","Fire","Tenderloin"
"3.3","Code 2 Transport","Tenderloin"
"2.8833333333333333","Code 2 Transport","Tenderloin"
"6.716666666666667","No Merit","Nob Hill"
"5.45","No Merit","Nob Hill"
"5.55","Against Medical Advice","Tenderloin"
"2.966666666666667","Against Medical Advice","Tenderloin"
"4.15","Cancelled","Chinatown"
"2.8833333333333333","Cancelled","Chinatown"
"2.7666666666666666","Code 2 Transport","Tenderloin"
"2","Code 2 Transport","Tenderloin"
"3.1666666666666665","Code 2 Transport","Tenderloin"
"2.7666666666666666","Code 2 Transport","Tenderloin"
"3.5833333333333335","Against Medical Advice","Chinatown"
"3.8","Code 2 Transport","Tenderloin"
"3.1333333333333333","Cancelled","Tenderloin"
"3.1333333333333333","Cancelled","Tenderloin"
"0.2666666666666667","Code 2 Transport","Nob Hill"
"2.1166666666666667","Code 2 Transport","Tenderloin"
"2.2666666666666666","Fire","Tenderloin"
"1.8666666666666667","Fire","Tenderloin"
"5.05","Code 2 Transport","Tenderloin"
"2.3833333333333333","Code 2 Transport","North Beach"
"2.5833333333333335","Code 2 Transport","North Beach"
"4.7","Code 2 Transport","Tenderloin"
"4.9","Code 2 Transport","Russian Hill"
"5","Code 2 Transport","Russian Hill"
"0.7166666666666667","Fire","Russian Hill"
"0.3","Fire","Russian Hill"
"2.25","Code 2 Transport","Tenderloin"
"2.316666666666667","Against Medical Advice","Tenderloin"
"1.6833333333333333","Against Medical Advice","Tenderloin"
"2.65","Against Medical Advice","Tenderloin"
"0.7833333333333333","Code 2 Transport","Tenderloin"
"2.9833333333333334","Code 2 Transport","Tenderloin"
"2.7666666666666666","Code 2 Transport","Tenderloin"
"2.45","Code 2 Transport","Tenderloin"
"3.0166666666666666","Code 2 Transport","Tenderloin"
"4.5","Code 2 Transport","Nob Hill"
"8.166666666666666","Code 2 Transport","Nob Hill"
"3.2333333333333334","Unable to Locate","Tenderloin"
"1.65","Unable to Locate","Tenderloin"
"5.466666666666667","Code 2 Transport","Nob Hill"
"4.183333333333334","Code 2 Transport","Nob Hill"
"4.2","Code 3 Transport","Tenderloin"
"4.466666666666667","Code 3 Transport","Tenderloin"
"32.333333333333336","Code 2 Transport","Tenderloin"
"4.266666666666667","Code 2 Transport","Tenderloin"
"2.1666666666666665","Code 2 Transport","Tenderloin"
"2.6666666666666665","Cancelled","Tenderloin"
"7.416666666666667","Fire","Nob Hill"
"4","Other","Tenderloin"
"3.1333333333333333","Other","Tenderloin"
"4.433333333333334","Fire","Chinatown"
"4.1","Fire","Chinatown"
"3.9166666666666665","Fire","Chinatown"
"5.2","No Merit","Nob Hill"
"1.3833333333333333","Cancelled","Tenderloin"
"1.8","Fire","Tenderloin"
"1.1833333333333333","Fire","Tenderloin"
"3.7333333333333334","Code 2 Transport","Tenderloin"
"0.1833333333333333","Duplicate","North Beach"
"3.3","Fire","Tenderloin"
"4.4","Fire","Chinatown"
"3.4833333333333334","Fire","Chinatown"
"4.966666666666667","Fire","Chinatown"
"1.1333333333333333","Fire","Nob Hill"
"0.9","Fire","Nob Hill"
"3.6666666666666665","Code 2 Transport","Tenderloin"
"3.8","Code 2 Transport","Tenderloin"
"2.75","Code 2 Transport","Tenderloin"
"3.6666666666666665","Code 2 Transport","Tenderloin"
"2.4833333333333334","Code 2 Transport","Tenderloin"
"2.7333333333333334","Fire","Nob Hill"
"2.95","Fire","Nob Hill"
"2.5833333333333335","Fire","Nob Hill"
"2.283333333333333","Fire","Nob Hill"
"3.5","Fire","Nob Hill"
"2.0833333333333335","No Merit","Tenderloin"
"1.6166666666666667","No Merit","Tenderloin"
"3.4166666666666665","No Merit","Tenderloin"
"2.7","No Merit","Tenderloin"
"4.216666666666667","Fire","Nob Hill"
"4.033333333333333","Fire","Nob Hill"
"4.15","Fire","Nob Hill"
"1.3","Code 2 Transport","Nob Hill"
"1.6666666666666667","Code 2 Transport","Nob Hill"
"4.266666666666667","Patient Declined Transport","Russian Hill"
"4.483333333333333","Patient Declined Transport","Russian Hill"
"3.3333333333333335","Patient Declined Transport","Russian Hill"
"2.9166666666666665","Code 2 Transport","Tenderloin"
"1.7","Code 2 Transport","Tenderloin"
"4.716666666666667","Code 2 Transport","Tenderloin"
"1.4666666666666666","Code 2 Transport","North Beach"
"2.25","Code 2 Transport","North Beach"
"2.533333333333333","Code 2 Transport","Tenderloin"
"0.8","Code 2 Transport","Tenderloin"
"1.1","Against Medical Advice","Tenderloin"
"4.233333333333333","Code 2 Transport","North Beach"
"3.783333333333333","Code 2 Transport","North Beach"
"4.95","Code 2 Transport","North Beach"
"4.35","Code 2 Transport","North Beach"
"3.15","Code 2 Transport","North Beach"
"2.3","Code 3 Transport","North Beach"
"1.4","Code 3 Transport","North Beach"
"5.55","Unable to Locate","Tenderloin"
"5.616666666666666","Unable to Locate","Tenderloin"
"4.85","Unable to Locate","Tenderloin"
"3.683333333333333","Unable to Locate","Tenderloin"
"2.966666666666667","Unable to Locate","Tenderloin"
"4.933333333333334","Unable to Locate","Tenderloin"
"4.266666666666667","Unable to Locate","Tenderloin"
"5.666666666666667","Code 2 Transport","Chinatown"
"4.166666666666667","Code 2 Transport","Chinatown"
"4.75","Cancelled","Tenderloin"
"3.7666666666666666","Cancelled","Tenderloin"
"14.633333333333333","Code 2 Transport","Russian Hill"
"41.45","Code 2 Transport","Russian Hill"
"5.3","No Merit","Nob Hill"
"2.6166666666666667","No Merit","Nob Hill"
"3","No Merit","Nob Hill"
"21.816666666666666","Patient Declined Transport","Tenderloin"
"9.866666666666667","Other","Tenderloin"
"6.716666666666667","Patient Declined Transport","Nob Hill"
"1.0833333333333333","No Merit","Chinatown"
"0.8333333333333334","No Merit","Chinatown"
"3.3833333333333333","Code 2 Transport","Tenderloin"
"4.583333333333333","Code 2 Transport","Tenderloin"
"4.3","Code 2 Transport","Tenderloin"
"4.116666666666666","Code 2 Transport","Tenderloin"
"4.65","Code 2 Transport","Tenderloin"
"1.8","Code 2 Transport","Tenderloin"
"1.85","Code 2 Transport","Tenderloin"
"1.8","Code 2 Transport","Tenderloin"
"","Code 2 Transport","Tenderloin"
"4.433333333333334","Fire","Tenderloin"
"0.4","Code 2 Transport","Nob Hill"
"1.15","Cancelled","North Beach"
"0.7333333333333333","Cancelled","North Beach"
"2.9166666666666665","Code 2 Transport","Tenderloin"
"2.7333333333333334","Code 2 Transport","Tenderloin"
"3.466666666666667","Code 3 Transport","Tenderloin"
"4.15","Code 3 Transport","Tenderloin"
"1.4333333333333333","No Merit","Nob Hill"
"2.3833333333333333","Code 2 Transport","Tenderloin"
"2.183333333333333","Code 2 Transport","Tenderloin"
"4.116666666666666","Code 2 Transport","Tenderloin"
"0.9666666666666667","Code 2 Transport","Tenderloin"
"2.716666666666667","Fire","Tenderloin"
"2.7","Fire","Tenderloin"
"3.75","Fire","Tenderloin"
"0.7166666666666667","Patient Declined Transport","Tenderloin"
"1.15","Unable to Locate","Russian Hill"
"3.033333333333333","Code 2 Transport","Tenderloin"
"5.116666666666666","Code 2 Transport","Chinatown"
"3.45","Fire","Tenderloin"
"0.5166666666666667","Code 2 Transport","Tenderloin"
"34.65","Cancelled","Tenderloin"
"20.916666666666668","Cancelled","Tenderloin"
"5.233333333333333","Code 2 Transport","Tenderloin"
"3.9","Code 2 Transport","Tenderloin"
"2.183333333333333","Code 2 Transport","Tenderloin"
"0.6166666666666667","Patient Declined Transport","Tenderloin"
"2.9833333333333334","No Merit","Nob Hill"
"2.466666666666667","Code 2 Transport","Nob Hill"
"2.283333333333333","Code 2 Transport","Tenderloin"
"4.783333333333333","Fire","Tenderloin"
"0.8","Cancelled","Tenderloin"
"1.0666666666666667","Code 2 Transport","North Beach"
"2.033333333333333","Code 2 Transport","Tenderloin"
"1.5333333333333334","Code 2 Transport","Tenderloin"
"2.3666666666666667","Code 2 Transport","Tenderloin"
"2.683333333333333","Cancelled","North Beach"
"2.8833333333333333","Code 2 Transport","Tenderloin"
"2.65","Code 2 Transport","Tenderloin"
"4.5","Code 2 Transport","Tenderloin"
"3.85","Code 2 Transport","Tenderloin"
"0","Code 2 Transport","Tenderloin"
"3.9","Code 2 Transport","Tenderloin"
"2.316666666666667","Code 2 Transport","Tenderloin"
"7.816666666666666","Code 2 Transport","Nob Hill"
"2.1166666666666667","No Merit","Tenderloin"
"3.3666666666666667","No Merit","Tenderloin"
"","No Merit","Tenderloin"
"5.216666666666667","Code 2 Transport","Nob Hill"
"4.166666666666667","Code 2 Transport","Nob Hill"
"12.5","Code 2 Transport","North Beach"
"2.5833333333333335","Code 2 Transport","Nob Hill"
"0.85","Code 2 Transport","Nob Hill"
"4.283333333333333","Patient Declined Transport","Nob Hill"
"1.1333333333333333","Cancelled","North Beach"
"5.083333333333333","Code 2 Transport","North Beach"
"5","Code 2 Transport","North Beach"
"3.0833333333333335","Code 2 Transport","North Beach"
"0","Code 2 Transport","Tenderloin"
"4.566666666666666","Unable to Locate","Nob Hill"
"2.8833333333333333","Unable to Locate","Nob Hill"
"18.916666666666668","Code 2 Transport","Tenderloin"
"4.033333333333333","Code 2 Transport","Tenderloin"
"2.8","Cancelled","Tenderloin"
"0.8166666666666667","Code 2 Transport","Tenderloin"
"8.15","Code 3 Transport","Tenderloin"
"7.233333333333333","Code 3 Transport","Tenderloin"
"0.4333333333333333","Code 3 Transport","Tenderloin"
"4.166666666666667","Code 2 Transport","Tenderloin"
"3.4","Code 2 Transport","Tenderloin"
"1.1","Patient Declined Transport","Tenderloin"
"2.05","Fire","Tenderloin"
"1.9","Fire","Tenderloin"
"1.35","Fire","Tenderloin"
"1.3666666666666667","Fire","Tenderloin"
"1.15","Fire","Tenderloin"
"1.4666666666666666","Fire","Tenderloin"
"1.1666666666666667","Fire","Tenderloin"
"2.183333333333333","Fire","Tenderloin"
"1.1333333333333333","Fire","Tenderloin"
"1.1166666666666667","Fire","Tenderloin"
"4.8","Fire","Tenderloin"
"4.866666666666666","Fire","Tenderloin"
"2.7","Code 3 Transport","Tenderloin"
"2.966666666666667","Code 3 Transport","Tenderloin"
"2.0833333333333335","Code 3 Transport","Tenderloin"
"1.2333333333333334","Fire","Chinatown"
"1.0166666666666666","Fire","Chinatown"
"1.0166666666666666","Code 2 Transport","Tenderloin"
"13.216666666666667","Gone on Arrival","North Beach"
"0.6333333333333333","Code 2 Transport","Tenderloin"
"0.6833333333333333","Code 2 Transport","Tenderloin"
"1.8166666666666667","SFPD","Tenderloin"
"2.6166666666666667","Code 2 Transport","Tenderloin"
"0.3","Code 2 Transport","Nob Hill"
"0.9833333333333333","Code 2 Transport","Tenderloin"
"1.65","Other","Tenderloin"
"1.7","Other","Tenderloin"
"3.0833333333333335","Fire","Tenderloin"
"2.8","Fire","Tenderloin"
"2.8","Fire","Tenderloin"
"3.966666666666667","Cancelled","Russian Hill"
"2.75","Cancelled","Russian Hill"
"1.7166666666666666","Cancelled","Nob Hill"
"1.5833333333333333","Cancelled","Nob Hill"
"5.05","Code 2 Transport","Tenderloin"
"6.65","Code 2 Transport","Tenderloin"
"5.633333333333334","Code 2 Transport","Tenderloin"
"2.15","Code 2 Transport","Tenderloin"
"2.05","Code 2 Transport","Tenderloin"
"2.3","Code 2 Transport","Tenderloin"
"0.5833333333333334","Code 2 Transport","Tenderloin"
"2.066666666666667","Code 2 Transport","Tenderloin"
"1.6","Code 2 Transport","Tenderloin"
"2.4","Code 2 Transport","Tenderloin"
"4.783333333333333","Code 2 Transport","Tenderloin"
"7.866666666666666","Code 2 Transport","Tenderloin"
"2.433333333333333","Code 2 Transport","Tenderloin"
"3.1666666666666665","Code 2 Transport","Tenderloin"
"","Code 2 Transport","Tenderloin"
"2.6166666666666667","Code 2 Transport","Nob Hill"
"3.1333333333333333","Code 2 Transport","Tenderloin"
"5.35","Code 2 Transport","Tenderloin"
"3.5833333333333335","Code 2 Transport","Tenderloin"
"8.766666666666667","Code 2 Transport","Tenderloin"
"2.5","Cancelled","Tenderloin"
"0.7333333333333333","Cancelled","Tenderloin"
"3.6333333333333333","Fire","North Beach"
"2.1333333333333333","Fire","North Beach"
"2.35","Fire","North Beach"
"1.7333333333333334","Code 2 Transport","Tenderloin"
"1.6333333333333333","Code 2 Transport","Tenderloin"
"4.083333333333333","Fire","Nob Hill"
"3.466666666666667","Fire","Nob Hill"
"4","Fire","Nob Hill"
"4.45","Code 2 Transport","Tenderloin"
"3.7333333333333334","Code 2 Transport","Tenderloin"
"11.2","Code 2 Transport","Tenderloin"
"3.533333333333333","Code 2 Transport","Tenderloin"
"12.683333333333334","Code 2 Transport","Tenderloin"
"5.283333333333333","Fire","Tenderloin"
"3.8","Fire","Tenderloin"
"4","Fire","Tenderloin"
"6.95","Code 2 Transport","Tenderloin"
"7.133333333333334","Code 2 Transport","Tenderloin"
"3.1333333333333333","Fire","Nob Hill"
"3.0833333333333335","Fire","Nob Hill"
"3.033333333333333","Fire","Nob Hill"
"2.15","Other","Tenderloin"
"1.8333333333333333","Code 2 Transport","Tenderloin"
"0.85","Code 2 Transport","Tenderloin"
"1.7666666666666666","Code 3 Transport","North Beach"
"2.1","Code 3 Transport","North Beach"
"1.4166666666666667","Code 2 Transport","North Beach"
"3.0166666666666666","Code 2 Transport","Tenderloin"
"3.3333333333333335","Code 2 Transport","Tenderloin"
"5.916666666666667","Patient Declined Transport","Chinatown"
"27.8","Patient Declined Transport","Chinatown"
"1.95","Code 2 Transport","Tenderloin"
"0.6","Code 2 Transport","Tenderloin"
"3.0166666666666666","Fire","Tenderloin"
"4.483333333333333","Fire","Tenderloin"
"3.85","Fire","Tenderloin"
"6.766666666666667","Fire","Tenderloin"
"4.6","Fire","Tenderloin"
"3.3333333333333335","Fire","Tenderloin"
"4.25","Fire","Tenderloin"
"2.783333333333333","Fire","Chinatown"
"2.3666666666666667","Fire","Chinatown"
"2.6333333333333333","Fire","Chinatown"
"17.433333333333334","Code 2 Transport","Tenderloin"
"20.716666666666665","Unable to Locate","Tenderloin"
"11.466666666666667","Code 2 Transport","Tenderloin"
"15","Code 2 Transport","Tenderloin"
"2.1166666666666667","Code 2 Transport","Tenderloin"
"4.116666666666666","Code 2 Transport","Tenderloin"
"1.7166666666666666","Code 2 Transport","Tenderloin"
"1.5166666666666666","Code 2 Transport","Tenderloin"
"6.933333333333334","Code 3 Transport","Tenderloin"
"7.383333333333334","Code 3 Transport","Tenderloin"
"3.7333333333333334","Code 2 Transport","Tenderloin"
"16.583333333333332","Code 2 Transport","Tenderloin"
"2.816666666666667","Fire","Nob Hill"
"2.216666666666667","Fire","Nob Hill"
"4.716666666666667","Fire","Nob Hill"
"2.3333333333333335","Fire","Nob Hill"
"3.283333333333333","Fire","Nob Hill"
"2.15","Fire","Nob Hill"
"2.433333333333333","Fire","Nob Hill"
"2.033333333333333","Fire","Nob Hill"
"2.4","Fire","Nob Hill"
"2.95","Fire","Nob Hill"
"2.466666666666667","Fire","Nob Hill"
"1.9","Fire","Nob Hill"
"12.183333333333334","Patient Declined Transport","Tenderloin"
"4.033333333333333","Patient Declined Transport","Tenderloin"
"12.35","Patient Declined Transport","Tenderloin"
"7.75","Code 2 Transport","North Beach"
"16.833333333333332","Code 2 Transport","Tenderloin"
"4.666666666666667","Code 2 Transport","Tenderloin"
"6","Code 2 Transport","Nob Hill"
"","Code 2 Transport","Tenderloin"
"2.966666666666667","Code 2 Transport","Tenderloin"
"1.9833333333333334","Code 3 Transport","Tenderloin"
"2.183333333333333","Code 3 Transport","Tenderloin"
"0","Fire","North Beach"
"2","Code 2 Transport","Tenderloin"
"3.9","Code 2 Transport","Tenderloin"
"","No Merit","Tenderloin"
"4.566666666666666","No Merit","Tenderloin"
"3.9","No Merit","Tenderloin"
"2.3833333333333333","Code 2 Transport","Russian Hill"
"3.4166666666666665","Code 2 Transport","Tenderloin"
"20.983333333333334","Code 2 Transport","Tenderloin"
"1.1833333333333333","Code 2 Transport","Tenderloin"
"1.0166666666666666","Code 2 Transport","Tenderloin"
"4.633333333333334","Code 2 Transport","Tenderloin"
"3.9833333333333334","Code 2 Transport","Tenderloin"
"3.3","Code 2 Transport","Tenderloin"
"1.9833333333333334","Fire","North Beach"
"1.6166666666666667","Fire","Tenderloin"
"3.216666666666667","Code 2 Transport","Tenderloin"
"1.55","Code 2 Transport","Tenderloin"
"","Other","Tenderloin"
"0.3","Other","Tenderloin"
"0.75","Code 2 Transport","Tenderloin"
"6.083333333333333","Code 2 Transport","Tenderloin"
"2.4166666666666665","Code 2 Transport","Russian Hill"
"1.55","Code 2 Transport","Russian Hill"
"5.133333333333334","Medical Examiner","North Beach"
"2.066666666666667","Code 2 Transport","Tenderloin"
"5.416666666666667","Code 2 Transport","Tenderloin"
"7","Code 2 Transport","Tenderloin"
"3.066666666666667","Code 2 Transport","Chinatown"
"5.4","Code 2 Transport","Chinatown"
"1.7","Code 2 Transport","Chinatown"
"3.8333333333333335","Fire","Tenderloin"
"1.5333333333333334","Against Medical Advice","Tenderloin"
"9.05","Against Medical Advice","Tenderloin"
"2.816666666666667","Against Medical Advice","Tenderloin"
"8.766666666666667","Against Medical Advice","Tenderloin"
"4.75","Fire","Nob Hill"
"3.5","Fire","Nob Hill"
"3.4","Fire","Nob Hill"
"4.283333333333333","Code 3 Transport","North Beach"
"3.716666666666667","Code 3 Transport","North Beach"
"4.2","Code 3 Transport","North Beach"
"3.1","Code 3 Transport","North Beach"
"15.883333333333333","Code 2 Transport","Russian Hill"
"3.6166666666666667","Against Medical Advice","Nob Hill"
"1.05","Against Medical Advice","Nob Hill"
"2.9833333333333334","Code 2 Transport","Tenderloin"
"5.166666666666667","Code 2 Transport","Tenderloin"
"2.0833333333333335","SFPD","Nob Hill"
"0.7833333333333333","SFPD","Nob Hill"
"5.25","Unable to Locate","Tenderloin"
"3.566666666666667","Unable to Locate","Tenderloin"
"2.4","Code 2 Transport","Tenderloin"
"0.8166666666666667","Code 2 Transport","Tenderloin"
"2.5833333333333335","Code 3 Transport","North Beach"
"2.4166666666666665","Code 3 Transport","North Beach"
"4.783333333333333","Code 2 Transport","Tenderloin"
"3.066666666666667","Code 2 Transport","Russian Hill"
"","Code 2 Transport","Russian Hill"
"2.9166666666666665","Code 2 Transport","Russian Hill"
"0.55","Code 3 Transport","Tenderloin"
"3.6166666666666667","Unable to Locate","Tenderloin"
"3.6333333333333333","Unable to Locate","Tenderloin"
"11.466666666666667","No Merit","Tenderloin"
"5.2","No Merit","Tenderloin"
"4.666666666666667","No Merit","Tenderloin"
"11.133333333333333","No Merit","Tenderloin"
"6.3","Code 2 Transport","Tenderloin"
"4.7","Code 2 Transport","Tenderloin"
"","Fire","Tenderloin"
"2.2666666666666666","Fire","Tenderloin"
"10.033333333333333","Fire","Tenderloin"
"7.3","Code 3 Transport","Tenderloin"
"19.233333333333334","Code 2 Transport","Tenderloin"
"5.183333333333334","Code 2 Transport","Tenderloin"
"2.933333333333333","Fire","North Beach"
"2.4166666666666665","Fire","North Beach"
"2.3","Fire","North Beach"
"4.366666666666666","No Merit","Tenderloin"
"3.4","No Merit","Tenderloin"
"11.716666666666667","Cancelled","North Beach"
"6.483333333333333","Cancelled","North Beach"
"5.716666666666667","Cancelled","North Beach"
"7.366666666666666","Cancelled","North Beach"
"1.3","Code 2 Transport","Tenderloin"
"1.1833333333333333","Code 2 Transport","Tenderloin"
"3.6666666666666665","Unable to Locate","Tenderloin"
"4.016666666666667","Unable to Locate","Tenderloin"
"2.5","Code 2 Transport","Russian Hill"
"2.033333333333333","Code 2 Transport","Russian Hill"
"2.25","Unable to Locate","Tenderloin"
"4.233333333333333","Code 2 Transport","Chinatown"
"3.533333333333333","Code 2 Transport","Chinatown"
"3.85","Code 2 Transport","Tenderloin"
"3.3333333333333335","Code 2 Transport","Tenderloin"
"6.45","Code 2 Transport","Nob Hill"
"2.8","Code 2 Transport","North Beach"
"2.1666666666666665","Code 2 Transport","Tenderloin"
"0.8166666666666667","Code 2 Transport","Tenderloin"
"2.933333333333333","Code 2 Transport","Tenderloin"
"1.3833333333333333","Code 2 Transport","Tenderloin"
"3.0166666666666666","Code 2 Transport","Tenderloin"
"1.1333333333333333","Code 2 Transport","Tenderloin"
"4.866666666666666","Code 2 Transport","Nob Hill"
"3.4","Code 2 Transport","Nob Hill"
"0.4666666666666667","Other","Tenderloin"
"0","Other","Tenderloin"
"3.3","Code 2 Transport","Tenderloin"
"3.1166666666666667","Code 2 Transport","Tenderloin"
"2.316666666666667","Code 2 Transport","Tenderloin"
"6.466666666666667","Code 2 Transport","Tenderloin"
"3.7","Other","North Beach"
"4","Other","North Beach"
"5.533333333333333","Code 2 Transport","North Beach"
"6.133333333333334","No Merit","Tenderloin"
"5.666666666666667","No Merit","Tenderloin"
"4.066666666666666","Gone on Arrival","Chinatown"
"4.033333333333333","Gone on Arrival","Chinatown"
"10.6","Code 2 Transport","Tenderloin"
"9.8","Code 2 Transport","Tenderloin"
"9.45","Code 2 Transport","Tenderloin"
"19.183333333333334","Code 2 Transport","Tenderloin"
"1.55","Fire","Tenderloin"
"1.8","Fire","Tenderloin"
"","Code 2 Transport","Tenderloin"
"4.716666666666667","Code 2 Transport","Tenderloin"
"","Code 2 Transport","Tenderloin"
